series,country,code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Individuals using the Internet (% of population),Netherlands,NLD,43.98435137,49.37306211,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,91.666666,91.72413793,90.4109589,93.19727891,92.56756757
Individuals using the Internet (% of population),Nepal,NPL,0.204651684,0.240015303,0.31295606,0.382810917,0.449843651,0.826551266,1.141389164,1.41,1.73,1.97,7.93,9,11.1493,13.3,15.44,17.58161801,19.68876384,21.40351043,
Individuals using the Internet (% of population),Nigeria,NGA,0.064080808,0.08990137,0.320461976,0.558576245,1.286137641,3.549155718,5.545036083,6.77,8,9.3,11.5,13.8,16.1,19.1,21,36,25.67,7.469439317,
Individuals using the Internet (% of population),Norway,NOR,52,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.48998265,94.64997805,95.0534,96.3,96.81032569,97.29820367,96.3576013,96.49165799
Individuals using the Internet (% of population),Pakistan,PAK,,1.318550779,2.577426737,5.041158126,6.164320985,6.332329098,6.5,6.8,7,7.5,8,9,9.96,10.9,12,14,12.38544676,17.10514586,
Individuals using the Internet (% of population),Panama,PAN,6.554796477,7.268399878,8.518077815,9.987424077,11.14086254,11.48400928,17.34956617,22.29,33.82,39.08,40.1,42.7,40.30189522,44.03,44.92,51.20542499,54,59.9506309,61.80553132
Individuals using the Internet (% of population),Peru,PER,3.076430611,7.578762957,8.96694917,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,40.85260091,45.46174069,50.45041218,55.05433424
Individuals using the Internet (% of population),Paraguay,PRY,0.747630712,1.098793836,1.794969598,2.111942082,3.452438431,7.907007861,7.962073884,11.21,14.27,18.9,19.8,24.76351588,29.34,36.9,43,49.71630466,53.40412748,61.07575622,64.99354302
Individuals using the Internet (% of population),Poland,POL,7.285428708,9.900669707,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.94999897,62.30999727,62.8492,66.6,67.99698716,73.3007041,75.98536595,77.54173454
Individuals using the Internet (% of population),Portugal,PRT,16.43046769,18.08713656,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.24999688,60.33999749,62.0956,64.59,68.63286148,70.42356709,73.79121395,74.66096815
Individuals using the Internet (% of population),Philippines,PHL,1.982253196,2.52400566,4.332275746,4.857672267,5.243628452,5.397636329,5.740586325,5.97,6.22,9,25,29,36.2351,48.09902359,49.6,36,55.5,60.05476033,
Individuals using the Internet (% of population),Qatar,QAT,4.863679179,6.170268561,10.22612893,19.24233642,20.70164785,24.73349378,28.97411271,37,44.3,53.1,69,69,69.3,85.3,91.49,92.88482645,95.12466217,97.38884917,99.65284913
Individuals using the Internet (% of population),Russian Federation,RUS,1.977230109,2.944367787,4.128271818,8.298860616,12.8593889,15.2266732,18.02327746,24.66,26.83,29,43,49,63.8,67.97,70.52,70.09924123,73.09143462,76.00813853,80.86472187
Individuals using the Internet (% of population),Saudi Arabia,SAU,2.210691809,4.681053166,6.38470502,8.001582891,10.234533,12.70503599,19.45955435,30,36,38,41,47.5,54,60.5,64.71365737,69.6162358,74.87927469,94.17559961,93.31000185
Individuals using the Internet (% of population),Singapore,SGP,36,41.67042518,47,53.83794329,62,61,59,69.9,69,69,71,71,72,80.90205685,79.02923586,79.012957,84.45226789,84.45226789,88.16563603
Individuals using the Internet (% of population),Slovenia,SVN,15.11025956,30.17591047,27.83888542,31.85479301,40.81,46.81,54.01,56.74,58,64,70,67.33999481,68.34997453,72.6756,71.59,73.09865997,75.49850426,78.88542636,79.7499766
Individuals using the Internet (% of population),South Africa,ZAF,5.348559732,6.346619318,6.710322437,7.007691726,8.425118683,7.48854253,7.607139675,8.065375174,8.43,10,24,33.97,41,46.5,49,51.91911572,54,56.16739447,
Individuals using the Internet (% of population),Spain,ESP,13.62496081,18.14872269,20.39,39.93,44.01,47.88,50.37,55.11,59.6,62.4,65.8,67.08999939,69.80999994,71.635,76.19,78.68963187,80.56133294,84.6022457,86.10723553
Individuals using the Internet (% of population),Switzerland,CHE,47.1,55.1,61.4,65.1,67.8,70.1,75.7,77.2,79.2,81.3,83.9,85.19302818,85.2,86.34,87.4,87.4790556,89.13468774,89.68614767,
Individuals using the Internet (% of population),Sweden,SWE,45.68765221,51.76566494,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.76998606,93.17998801,94.7836,92.52,90.61019664,89.65094761,93.00626697,
Individuals using the Internet (% of population),Turkey,TUR,3.761685035,5.189481461,11.38,12.33,14.58,15.46,18.24,28.63,34.37,36.4,39.82,43.06571043,45.13,46.25,51.04,53.74497914,58.34773401,64.68461768,71.04276107
Individuals using the Internet (% of population),United States,USA,43.07916264,49.08083159,58.78540388,61.69711712,64.75825648,67.96805292,68.93119327,75,74,71,71.69,69.72946076,74.7,71.4,73,74.55420245,85.54442129,87.27488917,88.49890317
Individuals using the Internet (% of population),United Kingdom,GBR,26.82175435,33.48109487,56.48,64.82,65.61,70,68.82,75.09,78.39,83.56,85,85.37999855,87.47999842,89.8441,91.61,92.00029987,94.77580063,90.42455049,90.69200899
Individuals using the Internet (% of population),United Arab Emirates,ARE,23.62530088,26.2717542,28.31648531,29.47795341,30.13129617,40,52,61,63,64,68,78,84.9999915,88,90.4,90.5,90.60000732,94.81992254,98.45000178
Individuals using the Internet (% of population),Uruguay,URY,10.53905775,11.12143768,11.4194702,15.93713672,17.06309834,20.08818956,29.4,34,39.3,41.8,46.4,51.40466106,54.45376868,57.69,61.46,64.5707871,66.4,70.3223544,74.3831762
Individuals using the Internet (% of population),Vietnam,VNM,0.254248276,1.265651236,1.854999236,3.780280814,7.642408528,12.73992929,17.25456172,20.75544477,23.92,26.55,30.65,35.07,36.8,38.5,41,45,53,58.14,69.84792868
Fixed telephone subscriptions (per 100 people),Albania,ALB,4.879359002,6.310373122,7.037326942,8.178259108,8.842723032,9.037582488,8.357761831,9.887943235,11.44281871,12.20969187,11.29794442,11.57020165,10.70657933,9.683895874,8.139128994,7.843521202,8.614077281,8.554283747,8.62481528
Fixed telephone subscriptions (per 100 people),Algeria,DZA,5.673969674,5.977454694,6.121467046,6.445121129,7.606471312,7.758737297,8.445934518,8.980629012,8.836988975,7.29092001,8.123784742,8.344832016,8.798877164,8.213996003,7.961184669,8.224904208,8.396034839,9.90834104,9.948087553
Fixed telephone subscriptions (per 100 people),Argentina,ARG,21.41045972,21.81433339,20.45703346,22.58952641,22.75946267,24.27606446,24.07692383,23.93894108,24.30836853,24.12910642,24.24263527,23.52954345,22.64541879,22.89808781,23.03714445,23.38485831,23.36292528,22.17797517,22.01028152
Fixed telephone subscriptions (per 100 people),Armenia,ARM,17.37648436,17.42086291,17.89221939,18.67765742,19.29446933,19.9379526,20.41370284,21.30178564,21.55028618,20.77149897,20.58513498,20.40449318,20.23708895,19.96315556,19.66660589,18.84655653,18.10620259,17.01353339,16.19150706
Fixed telephone subscriptions (per 100 people),Australia,AUS,52.91860313,52.41037721,53.60446748,53.30162821,52.16389887,50.1522905,48.4256712,46.6620744,43.92403963,49.23485522,47.95826651,46.91188007,45.71700914,44.50672424,38.94657936,35.51655402,34.95075077,34.41175825,32.93417118
Fixed telephone subscriptions (per 100 people),Austria,AUT,49.5335641,49.35940214,47.73547246,47.42013432,46.5022597,45.30116979,43.51057041,40.98036779,39.38125515,38.85263267,40.40452564,40.07806943,39.75429026,38.96594617,40.84518388,41.59513105,40.78057906,42.66262172,42.42789765
Fixed telephone subscriptions (per 100 people),Azerbaijan,AZE,9.863665479,10.54981776,11.18754592,11.25842903,11.99439551,12.81473964,13.63796163,14.36571631,14.85512204,15.69967599,16.67967346,18.41051138,18.60832503,18.72954018,18.88827475,18.66439358,17.46328565,17.14850305,16.89934919
Fixed telephone subscriptions (per 100 people),Barbados,BRB,45.60779331,47.32330275,48.64222364,48.84645809,49.30617108,48.81171672,48.38635274,48.17402225,48.22358598,48.27394843,48.73126314,49.70829049,50.53136929,52.31695135,47.66945433,52.40778904,48.88626853,42.08858548,44.67016233
Fixed telephone subscriptions (per 100 people),Belgium,BEL,48.98274495,49.73044434,47.57988149,46.78937544,45.81055727,45.45970251,44.52009162,45.31180533,43.92451338,42.68972941,42.41604083,42.07657393,41.80994425,41.11974448,40.39195878,39.76554624,38.49650621,37.4948554,35.76729084
Fixed telephone subscriptions (per 100 people),Brazil,BRA,17.69335308,21.12393485,21.61703303,21.5638098,21.50951574,21.4114975,20.62004846,20.72241635,21.47329546,21.40272597,21.53218298,21.78362964,22.23187038,22.40302071,21.76335286,21.36096402,20.37413949,19.42691397,18.28999275
Fixed telephone subscriptions (per 100 people),Bulgaria,BGR,36.03152655,36.40282583,36.50792965,36.1019908,35.20890341,32.39279705,31.44306417,30.3610213,29.10350452,29.50946897,29.14822449,30.80284334,29.08241243,26.64472637,25.07677024,22.98525739,20.67931654,18.16069229,15.88846119
Fixed telephone subscriptions (per 100 people),Cameroon,CMR,0.612352306,0.667258463,0.677856082,0.579690391,0.576146618,0.56577387,0.717166034,1.008388448,1.326081281,2.200175756,2.65226689,3.199811464,3.432329087,3.61917543,5.097599614,4.507959527,4.3929148,3.60563123,3.578059354
Fixed telephone subscriptions (per 100 people),Canada,CAN,68.13044024,68.41305071,66.14223506,65.45975794,64.63203117,56.42278838,56.04698431,55.51650531,54.7429305,55.43752872,53.86621429,52.90806299,50.75879037,47.93955938,45.99440612,43.33530798,41.65556256,39.39062011,37.33557257
Fixed telephone subscriptions (per 100 people),Chile,CHL,21.52536837,22.41857867,22.10483672,20.51819813,20.88734347,21.38481532,20.68908357,20.92903925,21.09609512,21.05455311,20.27463561,19.55545384,18.92204793,19.04919709,19.30151987,19.17642778,18.53492447,17.32630719,16.00281059
Fixed telephone subscriptions (per 100 people),China,CHN,11.22226292,13.88375562,16.38594333,19.97614967,23.56281604,26.33387587,27.47935026,27.1648336,25.14529206,23.04871059,21.50648138,20.71307585,20.09476331,19.18156459,17.82338014,16.41940148,14.61221985,13.63504777,13.4546491
Fixed telephone subscriptions (per 100 people),Colombia,COL,18.14984559,18.31168284,18.99922105,18.91883807,18.03565956,18.00519104,18.19454119,18.11739377,17.91650317,16.70135862,15.89061467,15.60731737,15.3359086,15.35946936,15.28909785,14.96034136,14.7710977,14.28680638,14.04233958
Fixed telephone subscriptions (per 100 people),Croatia,HRV,38.8687861,40.40312381,41.51691194,42.63715582,43.05772829,42.99851669,41.89300895,42.33195016,43.14810611,42.82600643,43.10669764,42.84694138,40.58634812,39.00916102,36.86938258,34.88187931,34.12004746,33.50231672,32.61621521
Fixed telephone subscriptions (per 100 people),Czech Republic,CZE,37.62766691,37.58971856,35.85033584,35.41601557,33.47513472,31.36369295,28.03855936,23.19831219,23.76847747,24.09248338,22.46852328,20.85739322,20.01078696,18.90137215,18.90170509,17.98436565,16.56101029,15.41291946,14.1757715
Fixed telephone subscriptions (per 100 people),Cyprus,CYP,63.09548387,61.65527994,59.88888889,58.66703555,57.07571623,56.45564516,53.87504948,52.71496651,51.86635713,50.60578684,49.20123839,46.98654292,43.09920314,40.68857809,38.71003542,38.15949546,37.50269069,36.70921083,36.05172414
Fixed telephone subscriptions (per 100 people),Denmark,DNK,71.80042515,72.13128553,68.88152009,67.09245349,64.62079296,61.75509093,56.9143502,51.64782087,54.11414422,50.20119832,47.05368864,44.44704959,40.97928622,37.1496831,33.05683631,29.83100694,27.26327878,21.5556165,19.66340793
Fixed telephone subscriptions (per 100 people),Ecuador,ECU,9.655540759,10.34306188,10.73579151,11.44904163,11.69983528,12.1480297,12.62666985,12.75216124,13.11579686,13.62640601,13.89409596,14.50160602,14.91958725,15.24606057,15.30663547,15.49872872,14.8663256,14.3887522,13.81720636
Fixed telephone subscriptions (per 100 people),"Egypt, Arab Rep.",EGY,7.966695685,9.543321528,10.90404744,11.99522336,12.75971753,13.76543526,14.05901264,14.35324537,14.88337842,12.71040202,11.62153151,10.30919569,9.901961235,7.715535674,6.984726599,6.744873656,6.477966766,6.84847735,7.991260389
Fixed telephone subscriptions (per 100 people),France,FRA,57.59052904,57.39569958,57.06055443,56.28565342,55.52573487,55.14877284,55.47975265,56.24767221,56.42251636,65.44947548,64.60290018,63.85412523,62.47225149,61.16425725,60.44999848,60.39886305,60.31768987,59.72625149,58.67318077
Fixed telephone subscriptions (per 100 people),Germany,DEU,61.69466321,64.24494056,65.82439406,66.45029957,66.7830432,67.14357793,66.77122091,65.33146862,62.04839745,66.37827675,65.44842527,63.57009243,61.87276026,59.9943083,57.72962772,55.44863133,55.1136675,53.71504308,51.12817752
Fixed telephone subscriptions (per 100 people),Greece,GRC,51.06678299,50.36418929,56.28361952,56.15916877,56.54033399,56.22960819,55.16610837,49.18389318,47.58648512,54.75145612,54.17242511,53.05118746,50.65513107,50.20818398,49.70500276,49.34975023,48.99537785,48.97582183,48.26044744
Fixed telephone subscriptions (per 100 people),Hungary,HUN,37.16306833,36.71134275,36.08830402,35.52697464,35.23661127,33.86611477,33.41773031,32.42803953,30.96514395,30.81182585,29.99015852,29.64235909,30.01343828,30.28311285,30.71143054,31.64504364,31.98752176,32.1855598,31.72526724
Fixed telephone subscriptions (per 100 people),India,IND,3.069930402,3.584761298,3.788470575,3.778598784,4.08968358,4.372261674,3.498110644,3.31724863,3.156571532,3.043377037,2.842950282,2.62621592,2.444390965,2.266709802,2.083983399,1.947864992,1.842482612,1.735645771,1.616701793
Fixed telephone subscriptions (per 100 people),Ireland,IRL,48.42585571,48.40919827,50.53738513,49.11966505,49.65341179,49.55057962,51.44977465,52.22690161,50.33322977,47.43275005,45.62651601,44.57678489,43.56900463,44.07989129,43.712777,41.52799884,40.8396988,39.38984015,37.95981895
Fixed telephone subscriptions (per 100 people),Iceland,ISL,70.01123255,69.46735146,65.88850064,66.86947825,65.43297241,65.71722055,62.91705592,61.1659234,64.17859073,60.16699255,60.44242152,59.08295566,55.27495609,51.35381296,52.20271825,50.91674918,49.53733527,43.72489855,40.60223395
Fixed telephone subscriptions (per 100 people),Israel,ISR,50.01723862,50.04392249,48.72503632,46.39736339,45.27466054,44.96982072,44.97554649,44.90344218,45.92045734,46.11939248,46.38977813,46.74707163,47.19662054,43.94401902,43.63263385,42.76498435,41.19162879,39.30203468,38.17925063
Fixed telephone subscriptions (per 100 people),Italy,ITA,47.89549627,48.09306251,47.46555499,46.20201573,44.79328031,42.97954545,45.93292794,38.15798502,37.40361704,38.30883947,37.98782976,37.09651581,36.32098553,35.06588763,34.06978226,33.36055862,33.40941423,34.11800938,33.64260989
Fixed telephone subscriptions (per 100 people),Japan,JPN,48.58458993,48.0181222,47.51817765,47.02464904,46.49457843,45.23864807,43.62856813,39.87343944,37.67491529,51.95764599,51.04834824,50.32610496,50.01048756,49.89258047,49.58886549,49.77576497,50.19470033,50.24746961,49.94073766
Fixed telephone subscriptions (per 100 people),"Korea, Rep.",KOR,54.5871978,54.02858964,53.61517891,52.06618932,48.59985292,49.08547292,45.8905013,46.91904996,49.52493832,54.49891535,57.60986296,59.19014962,60.12543108,60.249568,58.25418941,56.83003787,54.98960182,52.53732967,50.62729196
Fixed telephone subscriptions (per 100 people),Moldova,MDA,13.89147059,15.26512547,17.21508869,18.95708262,20.71455117,22.34514375,24.55395398,26.14620923,27.09928369,27.79070159,28.4171557,28.92634373,29.58353288,29.9778309,29.90798612,29.53953865,28.80679802,28.17588758,27.34983504
Fixed telephone subscriptions (per 100 people),Morocco,MAR,4.94900287,4.090233819,3.82772324,4.093670042,4.345209036,4.403648976,4.110151044,7.681273642,9.484655884,11.0127828,11.59236591,10.87820142,9.864219554,8.675070486,7.275713692,6.411249286,5.89351569,5.751314843,6.103789513
Fixed telephone subscriptions (per 100 people),Monaco,MCO,93.22487324,91.33353865,102.7586417,101.0436461,101.0298507,100.4225394,100.4591986,100.5068791,100.3670567,122.5770738,120.4930922,123.514879,125.4607789,126.961329,135.6036654,130.1368047,122.3404255,122.455199,112.1296727
Fixed telephone subscriptions (per 100 people),Netherlands,NLD,62.09269914,50.92984105,49.81888978,48.42925579,48.26494847,46.43445123,45.31603433,44.85645335,44.16437753,43.64150858,43.34973314,42.61511383,42.77077438,42.3040648,41.11878374,41.03981114,39.8909506,38.48696581,34.58471379
Fixed telephone subscriptions (per 100 people),Nepal,NPL,1.114777051,1.224219421,1.325236363,1.482468393,1.64419664,1.882499175,2.346074356,2.657533772,3.018989015,3.02272376,3.115875298,3.126863359,3.081618352,3.080222075,3.11182147,3.13506951,3.147941787,3.116957779,2.845159941
Fixed telephone subscriptions (per 100 people),Nigeria,NGA,0.452532366,0.478747611,0.545895351,0.673638931,0.759322935,0.880897173,1.184223402,1.079448031,0.870185853,0.960311449,0.66259673,0.441881797,0.250056219,0.209900321,0.103902989,0.103322092,0.083089266,0.073003422,0.071724941
